video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
The tragic tale of Guillaume Le Gentil,266947,11926,195,2025-03-27,0.04467553484399523,1368.9589743582724,0.0007304820807126505,3,2025,27,13,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.494809161860559,1
Zooming out by powers of 10,2614838,155703,2199,2025-03-26,0.05954594510252643,1189.1032287402825,0.0008409698803520524,3,2025,26,13,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.776713085708153,1
There's more to those colliding blocks that compute pi,3056906,84719,2468,2025-03-13,0.027713969615029053,1238.616693679042,0.0008073522705637661,3,2025,13,11,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.932914178427877,1
When being beautifully wrong leads to discovery,2287513,140330,790,2025-02-28,0.061346099453861026,2895.5860759490006,0.00034535322859367357,2,2025,28,9,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.642976196331665,1
Why the ancient Greeks rejected heliocentrism,1292838,93627,1965,2025-02-27,0.07241974632552571,657.9328244274474,0.001519912007536907,2,2025,27,9,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.072351133373159,1
How to estimate the distance to the sun,1355848,75446,1014,2025-02-26,0.05564488054708197,1337.1282051280732,0.0007478714428165989,2,2025,26,9,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.11993838434968,1
How Aristarchus deduced the distance to the moon,119898,7379,108,2025-02-25,0.061543979048858145,1110.1666666656388,0.000900765650803182,2,2025,25,9,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.694405000697255,1
How to measure the universe | The Cosmic Distance Ladder Part 2,882354,42354,1727,2025-02-23,0.04800114239862911,510.91719745219973,0.0019572643179494847,2,2025,23,8,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.690349748340878,1
How Earth's size was computed by Eratosthenes,264165,10536,270,2025-02-12,0.039884163307024004,978.3888888885266,0.0010220884674351253,2,2025,12,7,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.484332972402973,1
Terence Tao on how we measure the cosmos | The Distance Ladder Part 1,2603672,102504,3396,2025-02-08,0.03936901422298968,766.6878680800717,0.0013043117566267947,2,2025,8,6,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.772433698388399,1
Measuring the earth with Terence Tao,303773,17009,352,2025-02-08,0.05599246806003165,862.9914772724821,0.0011587599951279404,2,2025,8,6,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.624039282861263,1
The topology of two-note chords,1066749,66817,579,2025-01-30,0.06263610277581699,1842.3989637302516,0.0005427706048939348,1,2025,30,5,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.880127201050247,1
The barber pole optical mystery,888466,53647,536,2025-01-06,0.06038160154693595,1657.585820895213,0.0006032870137968137,1,2025,6,2,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.697252784637794,1
Monge's Theorem,1917938,98708,414,2024-12-29,0.05146568867189659,4632.700483090669,0.0002158568212319689,12,2024,29,52,4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.466761729957303,1
Thinking through double slits,585400,33637,318,2024-12-26,0.057459856508370336,1840.8805031440752,0.0005432183122651178,12,2024,26,52,4,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.28005236147215,1
The inscribed square problem,3829518,185291,865,2024-12-24,0.048384940350195506,4427.188439305846,0.00022587699026352663,12,2024,24,52,4,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.1582497658027,1
This open problem taught me what topology is,1697307,62374,2121,2024-12-24,0.036748802662099435,800.2390381894955,0.001249626614395628,12,2024,24,52,4,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.344554024506806,1
The meaning within the Mandelbrot set,563932,41789,241,2024-11-24,0.07410290602413055,2339.966804978282,0.000427356489789549,11,2024,24,47,4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.24269072909735,1
Large Language Models explained briefly,2905653,104889,1551,2024-11-20,0.036098253989722794,1873.4061895550049,0.000533787069550287,11,2024,20,47,4,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.882169052018178,1
The scale of training LLMs,333634,19031,422,2024-11-20,0.057041548523232025,790.6018957344098,0.0012648590970944203,11,2024,20,47,4,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.71780286003057,1
This puzzle is trickier than it seems,1289119,74003,678,2024-11-19,0.05740587176203283,1901.355457226858,0.0005259405842284537,11,2024,19,47,4,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.069470373011022,1
Sphere surface area proof sketch,1477979,96263,432,2024-11-17,0.06513150728122659,3421.2476851843935,0.0002922910271390866,11,2024,17,46,4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.206186848599,1
Newton’s Fractal is beautiful,196772,13696,125,2024-11-16,0.069603398857561,1574.1759999987407,0.0006352529831480085,11,2024,16,46,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.189806059066226,1
The Triangle Of Power,507658,41440,662,2024-11-15,0.08162975861702168,766.854984894144,0.0013040275145865914,11,2024,15,46,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.13756524132234,1
The twirling tiles puzzle,237298,11101,93,2024-11-13,0.04678084096789689,2551.591397846719,0.00039191227907525543,11,2024,13,46,4,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.377076228339964,1
A bizarre probability fact,1445971,107588,968,2024-11-12,0.07440536497619939,1493.7716942147217,0.0006694463443596033,11,2024,12,46,4,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.184292317751265,1
Five puzzles for thinking outside the box,1508987,57705,2381,2024-11-08,0.038240886104386584,633.7618647626781,0.0015778797299115235,11,2024,8,45,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.226949785432083,1
LLMs are next-word predictors,184959,11020,136,2024-11-04,0.05958077195486564,1359.9926470578237,0.0007352980930909009,11,2024,4,45,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.12789486446615,1
How I animate 3Blue1Brown | A Manim demo with Ben Sparks,1962762,74616,2072,2024-10-12,0.038015816487174704,947.2789575289117,0.0010556552450067813,10,2024,12,41,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.48986373239865,1
Hologram preview,58238,3601,46,2024-10-11,0.061832480511006455,1266.0434782581171,0.0007898622892269638,10,2024,11,41,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.972310512393486,0
Holograms are wild (full video linked above),1970315,118108,845,2024-10-05,0.059943714583708695,2331.7337278103746,0.00042886543522228677,10,2024,5,40,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.493704493941861,1
How are holograms possible?,4434483,131734,4917,2024-10-05,0.02970673244209077,901.8676021964429,0.0011088102040305488,10,2024,5,40,4,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.304921819719072,1
How might LLMs store facts | Deep Learning Chapter 7,1448377,42432,1263,2024-08-31,0.029296239860202144,1146.7751385588956,0.0008720105331691956,8,2024,31,35,3,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.185954867584005,1
In the vector space of all advice...,240340,14248,114,2024-05-22,0.0592826828659399,2108.2456140332383,0.00047432803528334844,5,2024,22,21,2,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.389814027228875,1
"What ""Follow Your Dreams"" Misses | Harvey Mudd Commencement Speech 2024",1230240,66499,1541,2024-05-18,0.05405368058265054,798.3387410771708,0.0012526011184809467,5,2024,18,20,2,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.022720643115203,1
Temperature in LLMs,316694,18603,132,2024-04-28,0.058741245492494314,2399.1969696951523,0.00041680612831313495,4,2024,28,17,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.665694444590294,1
How word vectors encode meaning,2837026,129810,1162,2024-04-11,0.04575566103377269,2441.5025817553837,0.0004095838388509658,4,2024,11,15,2,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.858267230841225,1
"Attention in transformers, step-by-step | Deep Learning Chapter 6",2782202,67290,1919,2024-04-07,0.02418587866732897,1449.81865554969,0.0006897414350216124,4,2024,7,14,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.838753617890399,1
"Transformers, the tech behind LLMs | Deep Learning Chapter 5",6672159,177443,3297,2024-04-01,0.026594540088148377,2023.706096451258,0.0004941429003715289,4,2024,1,14,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.713454203548533,1
